"model_string","model","train_task","train_data","architecture","model_class","model_depth","display_name","description","total_feature_count","total_parameter_count","metric","score","compare_training","compare_architecture","compare_goal_slip","compare_goal_taskonomy_tasks","compare_goal_taskonomy_cluster","compare_goal_expertise","compare_diet_ipcl","compare_goal_selfsupervised","compare_goal_contrastive","compare_diet_imagenetsize"
"tnt_s_patch16_224_classification","tnt_s_patch16_224","classification","imagenet","tnt_s_patch16_224","Transformer",NA,"TnT-P16-224","TnT-P16-224 trained on image classification with the ImageNet dataset.",NA,NA,"crsa",0.280892948739733,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"swin_large_patch4_window7_224_classification","swin_large_patch4_window7_224","classification","imagenet","swin_large_patch4_window7_224","Transformer",NA,"Swin-L-P4-W7","Swin-L-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"crsa",0.282725557536005,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"ViT-L-CLIP-CC12M_slip","ViT-L-CLIP-CC12M","slip","YFCC15M","ViT-L","Transformer",225,"ViT-L-CLIP-CC12M","ViT-L-CLIP-CC12M trained via pure language supervision with the YFCC15M dataset.",57181200,85646592,"crsa",0.283097475470675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ViT-L-CLIP_slip","ViT-L-CLIP","slip","YFCC15M","ViT-L","Transformer",441,"ViT-L-CLIP","ViT-L-CLIP trained via pure language supervision with the YFCC15M dataset.",151473536,303098880,"crsa",0.28432126603456,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"convit_tiny_classification","convit_tiny","classification","imagenet","convit_tiny","Hybrid",219,"ConViT-T","ConViT-T trained on image classification with the ImageNet dataset.",15325272,5672648,"crsa",0.286469732026108,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch32_224_in21k_classification","vit_small_patch32_224_in21k","classification","imagenet21k","vit_small_patch32_224","Transformer",225,"ViT-S-P32-IN21K","ViT-S-P32-IN21K trained on image classification with the ImageNet21K dataset.",6770502,30883923,"crsa",0.286559357719256,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"ViT-L-SLIP-CC12M_slip","ViT-L-SLIP-CC12M","slip","YFCC15M","ViT-L","Transformer",225,"ViT-L-SLIP-CC12M","ViT-L-SLIP-CC12M trained via combined self- and language supervision with the YFCC15M dataset.",57181200,85646592,"crsa",0.286828273345008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch32_224_classification","vit_small_patch32_224","classification","imagenet","vit_small_patch32_224","Transformer",225,"ViT-S-P32","ViT-S-P32 trained on image classification with the ImageNet dataset.",6728816,22859368,"crsa",0.288815811224477,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"vit_tiny_patch16_224_classification","vit_tiny_patch16_224","classification","imagenet","vit_tiny_patch16_224","Transformer",225,"ViT-T-P16","ViT-T-P16 trained on image classification with the ImageNet dataset.",14296916,5679400,"crsa",0.292787235092729,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-S-CLIP_slip","ViT-S-CLIP","slip","YFCC15M","ViT-S","Transformer",225,"ViT-S-CLIP","ViT-S-CLIP trained via pure language supervision with the YFCC15M dataset.",31384848,21589632,"crsa",0.293342267701608,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"ViT-B-CLIP_slip","ViT-B-CLIP","slip","YFCC15M","ViT-B","Transformer",225,"ViT-B-CLIP","ViT-B-CLIP trained via pure language supervision with the YFCC15M dataset.",57181200,85646592,"crsa",0.294206679038478,NA,NA,"CLIP",NA,NA,NA,NA,NA,NA,NA
"swin_base_patch4_window7_224_classification","swin_base_patch4_window7_224","classification","imagenet","swin_base_patch4_window7_224","Transformer",NA,"Swin-B-P4-W7","Swin-B-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"crsa",0.296324883667926,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"convnext_base_classification","convnext_base","classification","imagenet","convnext_base","Convolutional",382,"ConvNext-B","ConvNext-B trained on image classification with the ImageNet dataset.",91729872,88573416,"crsa",0.298370451706448,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"regnetx_064_classification","regnetx_064","classification","imagenet","regnetx_064","Convolutional",373,"RegNetX-64","RegNetX-64 trained on image classification with the ImageNet dataset.",101428288,26209256,"crsa",0.303055881890433,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"vit_large_patch16_224_in21k_classification","vit_large_patch16_224_in21k","classification","imagenet21k","vit_large_patch16_224","Transformer",441,"ViT-L-P16-IN21K","ViT-L-P16-IN21K trained on image classification with the ImageNet21K dataset.",151515174,325487955,"crsa",0.305537491484398,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"deit_base_patch16_224_classification","deit_base_patch16_224","classification","imagenet","deit_base_patch16_224","Transformer",225,"DeiT-B-P16-224","DeiT-B-P16-224 trained on image classification with the ImageNet dataset.",57181664,86415592,"crsa",0.309274833725458,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"vit_small_patch16_224_classification","vit_small_patch16_224","classification","imagenet","vit_small_patch16_224","Transformer",225,"ViT-S-P16","ViT-S-P16 trained on image classification with the ImageNet dataset.",28591832,21974632,"crsa",0.310563242421843,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"vit_base_patch16_224_in21k_classification","vit_base_patch16_224_in21k","classification","imagenet21k","vit_base_patch16_224","Transformer",225,"ViT-B-P16-IN21K","ViT-B-P16-IN21K trained on image classification with the ImageNet21K dataset.",57223350,102443859,"crsa",0.312214392129989,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"ViT-L/14_clip","ViT-L/14","clip","openai400M","ViT-L/14","Transformer",173,"CLiP-ViT-L/14","CLiP-ViT-L/14, a hybrid vision-language model.",82898688,202153984,"crsa",0.314396265461297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crossvit_base_240_classification","crossvit_base_240","classification","imagenet","crossvit_base_240","Transformer",383,"CrossViT-B","CrossViT-B trained on image classification with the ImageNet dataset.",80095620,104718800,"crsa",0.314788230776295,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"swin_tiny_patch4_window7_224_classification","swin_tiny_patch4_window7_224","classification","imagenet","swin_tiny_patch4_window7_224","Transformer",NA,"Swin-T-P4-W7","Swin-T-P4-W7 trained on image classification with the ImageNet dataset.",NA,NA,"crsa",0.315281594122935,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-L-SLIP_slip","ViT-L-SLIP","slip","YFCC15M","ViT-L","Transformer",441,"ViT-L-SLIP","ViT-L-SLIP trained via combined self- and language supervision with the YFCC15M dataset.",151473536,303098880,"crsa",0.315422153636622,NA,NA,"SLIP",NA,NA,NA,NA,NA,NA,NA
"vit_base_patch16_224_classification","vit_base_patch16_224","classification","imagenet","vit_base_patch16_224","Transformer",225,"ViT-B-P16","ViT-B-P16 trained on image classification with the ImageNet dataset.",57181664,86415592,"crsa",0.318719878774665,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"vit_small_patch16_224_in21k_classification","vit_small_patch16_224_in21k","classification","imagenet21k","vit_small_patch16_224","Transformer",225,"ViT-S-P16-IN21K","ViT-S-P16-IN21K trained on image classification with the ImageNet21K dataset.",28633518,29999187,"crsa",0.319211953497736,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"jx_nest_tiny_classification","jx_nest_tiny","classification","imagenet","jx_nest_tiny","Transformer",213,"JX-NesT-Tiny","JX-NesT-Tiny trained on image classification with the ImageNet dataset.",52424528,16530760,"crsa",0.319318911168437,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"vit_large_patch16_224_classification","vit_large_patch16_224","classification","imagenet","vit_large_patch16_224","Transformer",441,"ViT-L-P16","ViT-L-P16 trained on image classification with the ImageNet dataset.",151473488,304123880,"crsa",0.31970548199914,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"resnet101_classification","resnet101","classification","imagenet","resnet101","Convolutional",345,"ResNet101","ResNet101 trained on image classification with the ImageNet dataset.",56326608,44549160,"crsa",0.321730457432903,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"swin_base_patch4_window7_224_in22k_classification","swin_base_patch4_window7_224_in22k","classification","imagenet21k","swin_base_patch4_window7_224","Transformer",NA,"Swin-B-P4-W7-IN21K","Swin-B-P4-W7-IN21K trained on image classification with the ImageNet21K dataset.",NA,NA,"crsa",0.322634180986898,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"squeezenet1_0_classification","squeezenet1_0","classification","imagenet","squeezenet1_0","Convolutional",66,"SqueezeNet1.0","SqueezeNet1.0 trained on image classification with the ImageNet dataset.",12033376,1248424,"crsa",0.322723104551099,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"coat_lite_tiny_classification","coat_lite_tiny","classification","imagenet","coat_lite_tiny","Transformer",279,"CoaT-Lite-Tiny","CoaT-Lite-Tiny trained on image classification with the ImageNet dataset.",36283152,5878632,"crsa",0.322903124063489,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"swin_large_patch4_window7_224_in22k_classification","swin_large_patch4_window7_224_in22k","classification","imagenet21k","swin_large_patch4_window7_224","Transformer",NA,"Swin-L-P4-W7-IN21K","Swin-L-P4-W7-IN21K trained on image classification with the ImageNet21K dataset.",NA,NA,"crsa",0.324342400438842,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"resnet18_classification","resnet18","classification","imagenet","resnet18","Convolutional",69,"ResNet18","ResNet18 trained on image classification with the ImageNet dataset.",8231376,11689512,"crsa",0.324664339591631,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ResNet50-ClusterFit-16K-RotNet_selfsupervised","ResNet50-ClusterFit-16K-RotNet","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-ClusterFit-16K-RotNet","ResNet50-ClusterFit-16K-RotNet, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"crsa",0.326249469829857,NA,NA,NA,NA,NA,NA,NA,"ClusterFit-16K-RotNet","Non-Contrastive",NA
"ViT-L-SimCLR_slip","ViT-L-SimCLR","slip","YFCC15M","ViT-L","Transformer",441,"ViT-L-SimCLR","ViT-L-SimCLR trained via pure self-supervision with the YFCC15M dataset.",151473536,303098880,"crsa",0.327152378902608,NA,NA,"SimCLR",NA,NA,NA,NA,NA,NA,NA
"ResNet50-DeepClusterV2-2x224+6x96_selfsupervised","ResNet50-DeepClusterV2-2x224+6x96","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-DeepClusterV2","ResNet50-DeepClusterV2-2x224+6x96, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"crsa",0.329791786118654,NA,NA,NA,NA,NA,NA,NA,"DeepClusterV2-2x224+6x96","Contrastive",NA
"convnext_base_in22k_classification","convnext_base_in22k","classification","imagenet21k","convnext_base","Convolutional",382,"ConvNext-Base-IN21K","ConvNext-Base-IN21K trained on image classification with the ImageNet21K dataset.",91771554,109935441,"crsa",0.329927807227396,NA,NA,NA,NA,NA,NA,NA,NA,NA,"imagenet21k"
"dino_vitb16_selfsupervised","dino_vitb16","selfsupervised","imagenet","vitb16","Transformer",NA,"Dino-VIT-B16","Dino-VIT-B16 trained via self supervision with the ImageNet dataset.",NA,NA,"crsa",0.330507749181776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RegNet-128Gf-SEER_seer","RegNet-128Gf-SEER","seer","random1B","RegNet-128Gf","Convolutional",NA,"RegNet-128Gf-SEER","RegNet-128Gf trained via large-scale self-supervision on 1 billion images.",NA,NA,"crsa",0.330694249834873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ViT-S-SLIP_slip","ViT-S-SLIP","slip","YFCC15M","ViT-S","Transformer",225,"ViT-S-SLIP","ViT-S-SLIP trained via combined self- and language supervision with the YFCC15M dataset.",31384848,21589632,"crsa",0.331338539671069,NA,NA,"SLIP",NA,NA,NA,NA,NA,NA,NA
"xception_classification","xception","classification","imagenet","xception","Convolutional",204,"XCeption","XCeption trained on image classification with the ImageNet dataset.",52151632,22855952,"crsa",0.332479620839789,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"RegNet-64Gf-SEER-INFT_seer","RegNet-64Gf-SEER-INFT","seer","random1B","RegNet-64Gf","Convolutional",NA,"RegNet-64Gf-SEER-INFT","RegNet-64Gf trained via large-scale self-supervision on 1 billion images.",NA,NA,"crsa",0.33250550984887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Flower_bit_expert","BiT-Expert-ResNet-V2-Flower","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Flower","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Flower subset.",35578624,23496256,"crsa",0.33381418080141,NA,NA,NA,NA,NA,"Flower",NA,NA,NA,NA
"visformer_small_classification","visformer_small","classification","imagenet","visformer_small","Transformer",226,"Visformer","Visformer trained on image classification with the ImageNet dataset.",31879784,39956168,"crsa",0.334100804761502,"classification","Transformer",NA,NA,NA,NA,NA,NA,NA,NA
"vit_base_r50_s16_224_in21k_classification","vit_base_r50_s16_224_in21k","classification","imagenet21k","vit_base_r50_s16_224","Transformer",496,"ViT-B-R50-S16-IN21K","ViT-B-R50-S16-IN21K trained on image classification with the ImageNet21K dataset.",124710838,115125907,"crsa",0.334441067885782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ViT-B-SLIP_slip","ViT-B-SLIP","slip","YFCC15M","ViT-B","Transformer",225,"ViT-B-SLIP","ViT-B-SLIP trained via combined self- and language supervision with the YFCC15M dataset.",57181200,85646592,"crsa",0.334595198955539,NA,NA,"SLIP",NA,NA,NA,NA,NA,NA,NA
"ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised","ResNet50-SwAV-BS4096-2x224+6x96","selfsupervised","imagenet","ResNet50","Convolutional",175,"ResNet50-SwAV-BS4096","ResNet50-SwAV-BS4096-2x224+6x96, a self-supervised representation learner trained on ImageNet.",37562880,23508032,"crsa",0.337453781311998,NA,NA,NA,NA,NA,NA,NA,"SwAV-BS4096-2x224+6x96","Contrastive",NA
"alexnet_classification","alexnet","classification","imagenet","alexnet","Convolutional",22,"AlexNet","AlexNet trained on image classification with the ImageNet dataset.",1099216,61100840,"crsa",0.338324954990206,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"ViT-S-SimCLR_slip","ViT-S-SimCLR","slip","YFCC15M","ViT-S","Transformer",225,"ViT-S-SimCLR","ViT-S-SimCLR trained via pure self-supervision with the YFCC15M dataset.",31384848,21589632,"crsa",0.339453470163235,NA,NA,"SimCLR",NA,NA,NA,NA,NA,NA,NA
"ViT-B-SimCLR_slip","ViT-B-SimCLR","slip","YFCC15M","ViT-B","Transformer",225,"ViT-B-SimCLR","ViT-B-SimCLR trained via pure self-supervision with the YFCC15M dataset.",57181200,85646592,"crsa",0.341172802777631,NA,NA,"SimCLR",NA,NA,NA,NA,NA,NA,NA
"RegNet-128Gf-SEER-INFT_seer","RegNet-128Gf-SEER-INFT","seer","random1B","RegNet-128Gf","Convolutional",NA,"RegNet-128Gf-SEER-INFT","RegNet-128Gf trained via large-scale self-supervision on 1 billion images.",NA,NA,"crsa",0.341703498281458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vgg16_classification","vgg16","classification","imagenet","vgg16","Convolutional",40,"VGG16","VGG16 trained on image classification with the ImageNet dataset.",28677072,138357544,"crsa",0.341786478691858,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"convmixer_768_32_classification","convmixer_768_32","classification","imagenet","convmixer_768_32","Hybrid",232,"ConvMixer-768-32","ConvMixer-768-32 trained on image classification with the ImageNet dataset.",178524368,21110248,"crsa",0.34240654411404,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"gmixer_24_224_classification","gmixer_24_224","classification","imagenet","gmixer_24_224","Convolutional",414,"GMixer-24","GMixer-24 trained on image classification with the ImageNet dataset.",41701328,24721096,"crsa",0.343638077749623,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"convit_base_classification","convit_base","classification","imagenet","convit_base","Hybrid",219,"ConViT-B","ConViT-B trained on image classification with the ImageNet dataset.",61295088,86388584,"crsa",0.34505962631262,"classification","Hybrid",NA,NA,NA,NA,NA,NA,NA,NA
"RN50_clip","RN50","clip","openai400M","ResNet50","Convolutional",200,"CLiP-ResNet50","CLiP-ResNet50, a hybrid vision-language model.",43479552,23527264,"crsa",0.345875571518963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resmlp_36_224_classification","resmlp_36_224","classification","imagenet","resmlp_36_224","MLP-Mixer",438,"ResMLP-36","ResMLP-36 trained on image classification with the ImageNet dataset.",57202640,44606776,"crsa",0.346077192820591,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Object_bit_expert","BiT-Expert-ResNet-V2-Object","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Object","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Object subset.",35578624,23496256,"crsa",0.348372138070172,NA,NA,NA,NA,NA,"Object",NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Bird_bit_expert","BiT-Expert-ResNet-V2-Bird","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Bird","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Bird subset.",35578624,23496256,"crsa",0.348665674593437,NA,NA,NA,NA,NA,"Bird",NA,NA,NA,NA
"resnet152_classification","resnet152","classification","imagenet","resnet152","Convolutional",515,"ResNet152","ResNet152 trained on image classification with the ImageNet dataset.",79507920,60192808,"crsa",0.348755843158559,"classification","Convolutional",NA,NA,NA,NA,NA,NA,NA,NA
"mixer_b16_224_classification","mixer_b16_224","classification","imagenet","mixer_b16_224","MLP-Mixer",210,"MLP-Mixer-B16","MLP-Mixer-B16 trained on image classification with the ImageNet dataset.",52766672,59880472,"crsa",0.348874320187685,"classification","MLP-Mixer",NA,NA,NA,NA,NA,NA,NA,"imagenet"
"ViT-B/32_clip","ViT-B/32","clip","openai400M","ViT-B/32","Transformer",89,"CLiP-ViT-B/32","CLiP-ViT-B/32, a hybrid vision-language model.",6106112,59068416,"crsa",0.349047116977608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"keypoint_rcnn_R_50_FPN_3x_segmentation","keypoint_rcnn_R_50_FPN_3x","segmentation","coco2017","keypoint_rcnn_R_50_FPN_3x","Convolutional",NA,"Keypoint-RCNN-ResNet50-FPN","Keypoint-RCNN-ResNet50-FPN, trained on segmentation with the CoCo2017 dataset.",NA,NA,"crsa",0.349293934695126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Abstraction_bit_expert","BiT-Expert-ResNet-V2-Abstraction","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Abstraction","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Abstraction subset.",35578624,23496256,"crsa",0.349655249718515,NA,NA,NA,NA,NA,"Abstraction",NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Mammal_bit_expert","BiT-Expert-ResNet-V2-Mammal","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Mammal","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Mammal subset.",35578624,23496256,"crsa",0.349801222969057,NA,NA,NA,NA,NA,"Mammal",NA,NA,NA,NA
"BiT-Expert-ResNet-V2-Vehicle_bit_expert","BiT-Expert-ResNet-V2-Vehicle","bit_expert","big_transfer","ResNet50-V2","Convolutional",168,"BiT-Expert-ResNet-V2-Vehicle","ResNet50-V2 trained first via ImageNet21K dataset, then as an expert on the Vehicle subset.",35578624,23496256,"crsa",0.350099594577561,NA,NA,NA,NA,NA,"Vehicle",NA,NA,NA,NA
